1	A Place		-123.764	272.182	1,1,0	https://www.sarna.net/wiki/A_Place	116.370	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Pandora Operational Area,Region 1	LA,Tamar March,Pandora Operational Area,Region 1	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LC,Arc-Royal Theater	LC,Arc-Royal Theater	D(LC,CJF)	D(LC,CJF)	CJF	CJF
12	Abruzzi		149.392	-304.327	1,1,0	https://www.sarna.net/wiki/Abruzzi	752.858	U	U	U	U	U	U	U	CC,St. Ives Commonality,Region 6	CC,St. Ives Commonality,Region 6	CC,St. Ives Commonality,Region 6	CC,St. Ives Commonality,Region 6	CC,St. Ives Commonality,Region 6	CC,St. Ives Commonality,Region 6	CC,St. Ives Commonality,Region 6	CC,St. Ives Commonality,Region 6	FS,Capellan March,Taygeta Operational Area,Region 1	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FCF,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ	FS,Capellan March,Sirdar Operational Area,Sirdar PDZ	FS,Capellan March,Taygeta Operational Area,Sirdar PDZ
13	Abushiri		-267.585	326.475	1,1,0	https://www.sarna.net/wiki/Abushiri	126.737	U	U	U	U	U	U	U	RW,Apollo Province	RW,Apollo Province	RW,Apollo Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
14	Acala		134.156	-124.340	1,1,0	https://www.sarna.net/wiki/Acala	585.025		I			FS	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	CC,Sarna Commonality,Region 7	FS,Capellan March,Kathil Operational Area,Region 1	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FCF,Capellan March,Kathil Operational Area,Valexa PDZ	FCF,Capellan March,Kathil Operational Area,Valexa PDZ	FCF,Capellan March,Kathil Operational Area,Valexa PDZ	FCF,Capellan March,Kathil Operational Area,Valexa PDZ	FCF,Capellan March,Kathil Operational Area,Valexa PDZ	FCF,Capellan March,Kathil Operational Area,Valexa PDZ	FCF,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Valexa PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ	FS,Capellan March,Kathil Operational Area,Alcyone PDZ
15	Acamar		39.543	-38.565	1,1,0	https://www.sarna.net/wiki/Acamar	465.423	I	I	I	TH	TH	TH,Terra Firma Province	TH,Terra Firma Province	TH,Terra Firma Province	TH,Terra Firma Province	AE,Terra Firma Province	TH,Terra Firma Province	TH,Brownsville Province	CC,Tikonov Commonality,Region 3	CC,Tikonov Commonality,Region 3	CC,Tikonov Commonality,Region 3	CC,Tikonov Commonality,Region 3	CC,Tikonov Commonality,Region 5	TFR	FCL,Sarna March,Terra Firma Operational Area,Region 2	FCL,Sarna March,Terra Firma Operational Area,Region 2	FCL,Sarna March,Terra Firma Operational Area,Region 2	FCL,Sarna March,Terra Firma Operational Area,Region 2	FCL,Sarna March,Terra Firma Operational Area,Region 2	FCL,Sarna March,Terra Firma Operational Area,Region 2	FCL,Sarna March,Terra Firma Operational Area,Region 2	LA,Sarna March,Terra Firma Operational Area,Region 2	CM	CM	CM	CM	CM	CM	FS,Capellan March,Kathil Operational Area,Region 1	WB	WB	CoF	RS,Prefecture V	RS,Prefecture V	RS,Prefecture V	RS,Prefecture V	I	CC,Tikonov Commonality,Region 1	CC,Tikonov Commonality,Region 6
16	Accrington		-10.088	144.968	1,1,0	https://www.sarna.net/wiki/Accrington	279.719			FoS	FoS	LC,Federation of Skye	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	FCL,Skye March,Ryde Operational Area,Region 1	FCL,Skye March,Ryde Operational Area,Region 1	FCL,Skye March,Ryde Operational Area,Region 1	FCL,Skye March,Ryde Operational Area,Region 1	FCL,Skye March,Ryde Operational Area,Region 1	FCL,Skye March,Ryde Operational Area,Region 1	FCL,Skye March,Ryde Operational Area,Region 1	LA,Skye March,Ryde Operational Area,Region 1	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Skye Province,Freedom Theater	LA,Arc-Royal Theater	LC,Arc-Royal Theater	LC,Arc-Royal Theater	LC,Donegal Province	LC,Donegal Province	RD,Region 3	RD,Region 3
17	Achilles		44.858	-132.111	1,1,0	https://www.sarna.net/wiki/Achilles_(system)	553.700	U	U	U	U	U	U	U	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
18	Achnoly		638.819	199.142	1,1,0	https://www.sarna.net/wiki/Achnoly	814.962	U	U	U	U	U	U	U	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
19	Achton		632.323	190.916	1,1,0	https://www.sarna.net/wiki/Achton	810.561	U	U	U	U	U	U	U	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA,Onverwacht Province	OA	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
20	Acoma		224.416	-62.259	1,1,0	https://www.sarna.net/wiki/Acoma	585.888	U	U	U	U	U	U	U	FS,Crucis March,Markesan Operational Area,Region 1	FS,Crucis March,Markesan Operational Area,Region 1	FS,Crucis March,Markesan Operational Area,Region 1	FS,Crucis March,Markesan Operational Area,Region 1	FS,Crucis March,Markesan Operational Area,Region 1	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
21	Aconcagua		-275.030	-189.625	1,1,0	https://www.sarna.net/wiki/Aconcagua	586.408	I					FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL,Principality of Gibson	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	I	I	I	I	I	FWL	FWL
22	Acrux		-352.026	40.745	1,1,0	https://www.sarna.net/wiki/Acrux	396.156	U	U	U	U	U	U	U	FWL	FWL	FWL	FWL	FWL	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	FCL,Donegal March,Alarion Operational Area,Region 3	FCL,Donegal March,Alarion Operational Area,Region 3	FCL,Donegal March,Alarion Operational Area,Region 3	FCL,Donegal March,Alarion Operational Area,Region 3	FCL,Donegal March,Alarion Operational Area,Region 3	FCL,Donegal March,Alarion Operational Area,Region 3	FCL,Donegal March,Alarion Operational Area,Region 3	LA,Donegal March,Alarion Operational Area,Region 3	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province	LA,Alarion Province,Buena Archonette	LA,Alarion Province,Buena Archonette	LA,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province	LC,Buena Province
